0.8119,0.8194
0.8118,0.8173
0.8108,0.7956
0.8025,0.7988
0.8131,0.8143
0.7995,0.8135
0.8268,0.8315
0.8216,0.8190
0.8147,0.8197
0.8162,0.8081
0.8129,0.8341
0.8121,0.8068
0.8162,0.8121
0.8196,0.8184
0.8101,0.8139
0.8022,0.8047
0.8060,0.8081
0.8126,0.8088
0.8271,0.8178
0.8301,0.8467
0.8084,0.8101
0.8129,0.8214
0.8115,0.8209
0.8071,0.8001
0.8075,0.8015
0.8239,0.8181
0.8173,0.8453
0.8214,0.8220
0.8115,0.8055
0.8142,0.8110
0.8148,0.8179
0.8173,0.8213
0.8126,0.8201
0.8125,0.8216
0.8077,0.8221
0.8241,0.8151
0.7915,0.7987
0.8294,0.8338
0.8244,0.8104
0.8027,0.7966
0.8291,0.8383
0.8313,0.8279
0.8190,0.8094
0.8266,0.8180
0.7961,0.7973
0.8287,0.8255
0.8113,0.8104
0.8207,0.8233
0.8100,0.7940
0.8016,0.8079
0.8241,0.8150
0.7949,0.8026
0.8068,0.8209
0.8149,0.8101
0.8146,0.8199
0.8173,0.8383
0.8158,0.8054
0.8083,0.7940
0.7950,0.8100
0.8131,0.8102
0.8181,0.8213
0.8165,0.8036
0.8084,0.8221
0.8224,0.8158
0.8019,0.8174
0.8107,0.8124
0.8074,0.7847
0.8171,0.8093
0.8151,0.7979
0.8259,0.8220
0.8269,0.8160
0.8229,0.8308
0.8205,0.8080
0.8191,0.8200
0.8102,0.8235
0.8139,0.8171
0.7977,0.8254
0.8099,0.8262
0.8079,0.8054
0.8043,0.8164
0.8256,0.8416
0.8080,0.8146
0.8117,0.8226
0.8175,0.8176
0.8164,0.8247
0.8219,0.8337
0.8122,0.8156
0.8059,0.8053
0.8118,0.8224
0.8078,0.7981
0.8083,0.7885
0.7980,0.8012
0.8135,0.8355
0.8041,0.8103
0.8081,0.8196
0.8222,0.8168
0.8263,0.8408
0.8146,0.8275
0.8036,0.7988
0.8077,0.8193
0.8093,0.8243
0.8243,0.8226
0.8093,0.8209
0.8177,0.8328
0.8064,0.7950
0.7995,0.7935
0.8316,0.8406
0.8216,0.8203
0.8187,0.8441
0.8224,0.8394
0.8188,0.8211
0.7975,0.7826
0.8016,0.8196
0.8203,0.8337
0.8083,0.8122
0.8275,0.8490
0.8139,0.8052
0.8114,0.8154
0.8052,0.8159
0.8127,0.8154
0.7912,0.8064
0.8207,0.8362
0.8209,0.8232
0.7952,0.7902
0.8180,0.8430
0.8214,0.8214
0.8065,0.8140
0.8147,0.8248
0.8090,0.8091
0.7875,0.7767
0.8220,0.8343
0.8158,0.8268
0.8072,0.7962
0.8202,0.8234
0.8138,0.8253
0.8198,0.8279
0.7980,0.8138
0.7968,0.8045
0.8010,0.8131
0.8185,0.8124
0.8004,0.8009
0.7944,0.8067
0.7911,0.7616
0.8086,0.8163
0.8115,0.8077
0.8108,0.8106
0.7949,0.7761
0.8142,0.8158
0.8068,0.8066
0.8260,0.8275
0.8164,0.8294
0.8167,0.8017
0.8356,0.8498
0.8144,0.8053
0.8137,0.8269
0.8096,0.8140
0.8167,0.8274
0.8280,0.8236
0.8169,0.8131
0.8021,0.8041
0.8209,0.8148
0.8187,0.7927
0.8171,0.8389
0.8086,0.8163
0.8140,0.8210
0.8132,0.8189
0.8234,0.8105
0.7996,0.8241
0.8061,0.7926
0.8181,0.8130
0.8172,0.8276
0.8119,0.8140
0.8067,0.7972
0.8057,0.8067
0.8012,0.8129
0.7987,0.8180
0.8061,0.8170
0.8252,0.8302
0.8102,0.8169
0.8070,0.8147
0.8141,0.8036
0.8117,0.7978
0.8144,0.8156
0.8212,0.8319
0.8166,0.8177
0.8089,0.8233
0.8173,0.8110
0.8103,0.8164
0.7998,0.8024
0.8163,0.7953
0.7933,0.7912
0.8203,0.8214
0.8230,0.8056
0.8273,0.8345
0.8232,0.8349
0.8021,0.7957
0.8309,0.8426
0.8083,0.8212
0.8120,0.8206
0.8205,0.8424
0.8011,0.7802
0.8029,0.8027
0.8164,0.8264
0.8169,0.8070
0.8086,0.7880
0.8150,0.8201
0.7900,0.7970
0.8173,0.7980
0.8127,0.7961
0.7953,0.8210
0.8215,0.8112
0.8198,0.8239
0.8042,0.8068
0.8082,0.8006
0.8132,0.8010
0.8171,0.8082
0.8231,0.8397
0.8036,0.8008
0.7984,0.8131
0.8018,0.8096
0.8086,0.8010
0.8094,0.8065
0.7914,0.7973
0.8148,0.8083
0.8187,0.8253
0.8031,0.8011
0.8301,0.8533
0.8141,0.8161
0.8177,0.8276
0.8176,0.8299
0.8086,0.8124
0.8285,0.8281
0.7843,0.7825
0.8124,0.8168
0.7963,0.7962
0.8234,0.8226
0.8176,0.8101
0.7988,0.7831
0.8077,0.8032
0.7967,0.8145
0.8270,0.8337
0.8108,0.8072
0.8276,0.8178
0.8250,0.8355
0.8226,0.8287
0.8125,0.8142
0.8202,0.8255
0.8126,0.8142
0.8196,0.8315
0.8249,0.8186
0.7892,0.7885
0.7962,0.7987
0.8201,0.8176
0.8090,0.8051
0.8253,0.8320
0.8203,0.8388
0.8172,0.8297
0.8197,0.8132
0.8043,0.7995
0.8175,0.8085
0.8231,0.8106
0.8093,0.8100
0.8068,0.8050
0.8269,0.8198
0.8044,0.7838
0.8147,0.8268
0.8009,0.8055
0.7954,0.7821
0.8097,0.8064
0.8272,0.8310
0.8186,0.8101
0.8068,0.8239
0.8222,0.8261
0.8166,0.7954
0.8039,0.7969
0.8008,0.7814
0.8103,0.8058
0.8231,0.8137
0.8093,0.8065
0.7999,0.8149
0.8026,0.8233
0.8245,0.8115
0.8223,0.8260
0.8321,0.8372
0.8186,0.8311
0.8053,0.8043
0.8278,0.8384
0.8132,0.8299
0.8153,0.8149
0.8083,0.8024
0.8238,0.8358
0.8052,0.8321
