SMBDR,0.25,0.6666666666666667
AVER,0.5,0.5384615384615384
URBR,0.5217391304347826,0.75
AWCR,0.7333333333333334,0.4
AWCL,0.3571428571428571,0.33333333333333337
RIGR,0.33333333333333337,0.3846153846153846
AVJL,0.6,0.25
BAGR,0.4545454545454546,0.6666666666666667
SMDDL,0.8125,0.4545454545454546
IL2L,0.5,0.625
URXR,0.46153846153846156,0.25
SIAVL,0.0,0.33333333333333337
SIBDL,-1,0.125
AVAL,0.0,0.1428571428571429
URBL,0.5,0.33333333333333337
PVCR,0.6666666666666667,0.33333333333333337
AVM,0.6428571428571428,0.6666666666666667
SAADR,0.5384615384615384,0.33333333333333337
RICR,0.55,0.19999999999999996
ASER,0.6470588235294117,0.0
BAGL,0.33333333333333337,0.19999999999999996
IL2R,0.7333333333333334,0.6666666666666667
ADLL,0.6521739130434783,0.5
RIBL,0.4117647058823529,0.46153846153846156
ASKL,0.6,0.6666666666666667
PVNL,0.8,0.0
RIVR,0.5,0.19999999999999996
RICL,0.4736842105263158,0.6666666666666667
PVQL,0.7142857142857143,0.6666666666666667
AUAL,0.41666666666666663,0.4
RIMR,0.5714285714285714,0.6666666666666667
IL1DR,0.5,0.0
OLQDR,0.625,0.6666666666666667
OLQDL,0.5,0.6
AVL,0.5,1.0
RIR,0.6153846153846154,1.0
SMDDR,0.625,0.2727272727272727
RMGR,0.6,0.5
IL1VL,0.4444444444444444,1.0
AVHL,0.4,0.0
SAAVR,0.5,0.19999999999999996
AWAR,0.8333333333333334,0.5
URAVL,0.8181818181818181,0.6
ASHL,0.75,0.8571428571428572
AVDR,1.0,0.0
AFDL,0.5,0.19999999999999996
RIH,0.48275862068965514,0.0
SMDVL,0.41666666666666663,0.25
AIMR,0.7727272727272727,0.0
URYDR,0.7142857142857143,0.6666666666666667
AVFL,0.5,0.0
AIZL,0.38888888888888884,0.375
RMDVL,0.0,0.19999999999999996
RMDDL,0.33333333333333337,0.125
SAAVL,0.4444444444444444,0.19999999999999996
AFDR,0.75,0.4285714285714286
URAVR,0.6923076923076923,0.0
BDUL,0.4444444444444444,0.5
RMHL,0.4444444444444444,0.5
SIBVR,0.5,0.19999999999999996
RIS,0.64,0.6363636363636364
RMGL,0.4482758620689655,0.5
AIAR,0.5833333333333333,0.625
RMHR,0.4285714285714286,0.0
SDQL,0.5294117647058824,0.5
OLQVR,0.375,0.2857142857142857
AWBR,0.8,0.33333333333333337
RMFR,1.0,-1
VB02,-1,-1
SIADR,0.6,0.375
CEPDL,0.6666666666666667,1.0
OLLR,0.5,1.0
ASEL,0.5,0.0
URADL,0.25,-1
IL1DL,0.16666666666666663,0.6666666666666667
AWBL,0.4375,0.6
